index,id,company,phone,address,website,leadtype,category,rating,rating_count,email
949,ChIJsaIsHVlw_ogRb0Xm3ouXp_M,McIntosh Imports,(843) 388-1558,"875 Walt Miller St, Mt Pleasant, SC 29464, USA",,No Website,car_repair,4.7,60,mcintoshimports@gmail.com
950,ChIJjSzdxPB6_ogR51IMWmhqfUM,Reputable Volvo Services,(843) 722-2411,"1 Cunnington Ave, Charleston, SC 29405, USA",,No Website,car_repair,4.8,86,reputablevolvoservices@gmail.com
951,ChIJ6YAdLQB7_ogRDpbUqKkSuP8,Onsite Charleston Mobile Mechanic,(843) 804-8880,"203 Grove St, Charleston, SC 29403, USA",,No Website,car_repair,1,1,onsitecharleston@gmail.com
952,ChIJ8eFzbiV7_ogR7l1cbUlbE7Y,east bay automotive,(843) 722-7777,"43 E Bay St, Charleston, SC 29401, USA",,No Website,car_repair,,,eastbayautomotive@gmail.com
953,ChIJqdmVXpF7_ogRYGOWw6jw_XQ,Yates Paint & Body Services,(843) 766-1648,"1106 Forbes Ave, Charleston, SC 29407, USA",,No Website,car_repair,4.3,28,yatespaintandbody@gmail.com
954,ChIJHQJjwE10-4gRnjk2yECyxyw,Mall Auto Repairs,(912) 925-2233,"76 W Montgomery Cross Rd, Savannah, GA 31406, USA",,No Website,car_repair,4.8,195,mallautorepairs@gmail.com
955,ChIJBc05cRie-4gRoQ9NCyVUC70,"Parrish Auto Repair, Inc.",(912) 236-4797,"2501 Habersham St, Savannah, GA 31401, USA",https://www.facebook.com/parrishautorepairsavannah/,Social Media Only,car_repair,4.5,175,parrishautorepair@gmail.com
956,ChIJ31834Paf-4gRa0wDidZApZQ,Prewitt's ARS Inc,(912) 236-7042,"13 Southern Oaks Ct, Savannah, GA 31405, USA",,No Website,car_repair,4.8,165,prewittsars@gmail.com
957,ChIJV2oQnIJ1-4gRyxntbK6rGhI,Jesse's Automotive LLC,(912) 352-3337,"437 Staley Ave, Savannah, GA 31405, USA",,No Website,car_repair,4.7,146,jessesautomotivellc@gmail.com
958,ChIJdcB_KyOe-4gR40982nSsk_Q,Autoworks,(912) 236-0671,"14 Maupas Ave, Savannah, GA 31401, USA",,No Website,car_repair,4.4,87,autoworkssavannah@gmail.com
959,ChIJzd0piJt1-4gRuGdci5Rqzr0,Tom Blanchard Automotive Repair,(912) 441-1115,"111 W Derenne Ave, Savannah, GA 31405, USA",,No Website,car_repair,4.8,33,tomblanchardautomotive@gmail.com
986,ChIJD0VYFgs_8yoRiFJeJBeyAcg,Southeast Fleet Services – Mobile Truck & Trailer Repair,(912) 787-0218,"100 US-80, Bloomingdale, GA 31302, USA",https://www.facebook.com/profile.php?id=61561194345737&name=xhp_nt__fb__action__open_user|https://www.southeastfleetservices.com,Social Media Only,car_repair,4.8,16,info@southeastfleetservices.com
994,ChIJl3QyNxArK4gRY6UWR-gKXcM,Richmond Hill Auto Service,(437) 688-2888,"10731 Yonge St, Richmond Hill, ON L4C 3E1, Canada",,No Website,car_repair,5,52,info@richmondhillautoservice.ca
997,ChIJW-TVKn0J-4gRy80i-7p8vWc,Automotive Repair on Wheels,(912) 201-3073,"5915 Ogeechee Rd, Savannah, GA 31419, USA",,No Website,tire_shop,3.7,146,automotiverepaironwheels@gmail.com
998,ChIJy7ZdfoN_-4gRBa868d8WPrw,Tybee Island Taxi Service,(912) 786-8688,"777 1st St, Tybee Island, GA 31328, USA",,No Website,transportation_service,2.5,57,tybeeislandtaxi@gmail.com
999,ChIJx3mNPZd_-4gRWmpWePldIwc,Islands Taxi,(912) 786-8688,"10 Campbell Ave, Tybee Island, GA 31328, USA",,No Website,transportation_service,2.5,26,tybeeislandtaxi@gmail.com
1002,ChIJvznBiH_a5IgRiEbT9JpFF_A,"Island Automotive Center, Inc.",(912) 638-0888,"1950 Demere Rd, St Simons Island, GA 31522, USA",,No Website,car_repair,4.1,129,islandauto@bellsouth.net
1018,ChIJOUfSfwqdw4kRF764WmK1RU8,The Fade Den II,(973) 668-5665,"286 US-206, Flanders, NJ 07836, USA",https://instagram.com/thefadeden2,Social Media Only,barber_shop,5,87,thefadeden@gmail.com
1047,ChIJESPATaKlw4kRTUDu6zkkSj8,#34 - V's Barbershop - Chatham,(973) 377-3900,"641 Shunpike Rd Ste. 46, Chatham Township, NJ 07928, USA",,No Website,barber_shop,4.8,257,chatham@vbarbershop.com
1141,ChIJY8Bn_GQyx4kRW_nf6NNBhTs,Couture Salon & Barbering,(856) 839-0121,"615 E Elmer St, Vineland, NJ 08360, USA",,No Website,beauty_salon,4.9,14,info@couturesalonbarbering.com
1144,ChIJqyftpmQyx4kRvSU5qymJpVE,Renew Me Hair Salon,(856) 839-4479,"709 E Landis Ave Ste b, Vineland, NJ 08360, USA",,No Website,beauty_salon,4.8,35,renewmehairsalon@gmail.com
1146,ChIJqcSsjzMyx4kR60sM6xiRPhc,Next Level Barber Shop,N/A,"1668 S Delsea Dr, Vineland, NJ 08360, USA",,No Website,barber_shop,4,5,nextlevelbarbershopnj@gmail.com
1149,ChIJK5nHhwwyx4kRAZjH44fz62Y,It's Hair With Flair,(856) 205-9100,"907 N Main Rd #205, Vineland, NJ 08360, USA",,No Website,hair_salon,4.8,94,itshairwithflair@gmail.com
1170,ChIJ-3HqY7xx_IgR5ANtXaQOp4A,Jesse Tramuta Inc.,(843) 898-1469,"95 Mathews Dr Ste 7, Hilton Head Island, SC 29926, USA",,No Website,barber_shop,,,jesse@jessetramuta.com
1192,ChIJt4JLUowN_IgRorEbCCCRobo,Mystic Blu,(843) 524-2583,"2 Merchants Ln #111, Beaufort, SC 29907, USA",,No Website,massage,4.7,19,info@mysticblu.com
1194,ChIJi6ovMrIN_IgR_jELVt5rrHM,Finder's Keepers,(843) 525-9200,"920 Bay St, Beaufort, SC 29902, USA",,No Website,store,4.6,38,finderskeepersbeaufort@gmail.com
1246,ChIJDzuAYt5x_ogRt1VtiDsrloI,For All Man Kind Hair Studio,(843) 388-5000,"648A Long Point Rd, Mt Pleasant, SC 29464, USA",http://www.instagram.com/forallmankindstudio,Social Media Only,barber_shop,4.9,29,forallmankindhairstudio@gmail.com
1276,ChIJX1mpOxJ6_ogRo-C2VQIfhRA,Palmetto Barbershop,(843) 805-6500,"129 Market St # B, Charleston, SC 29401, USA",,No Website,barber_shop,4.6,160,info@palmettobarbershop.com
1392,ChIJ7x3Cze6dw4kRE7iGRHhBtl8,"Zehnbauer's Kitchen, Bath & More",(973) 448-9003,"186 Gold Mine Rd Suite B, Flanders, NJ 07836, USA",,No Website,service,5,4,info@zehnbauers.com
1398,ChIJibFG-eoKw4kRc1poSbRbUEc,Restorex Kitchen & Bathroom Remodeling,(201) 230-9748,"2 White St, Dover, NJ 07801, USA",,No Website,general_contractor,5,1,info@restorexnj.com
1399,ChIJ3aj-Cz4Bw4kRiexgfPmLm44,MCJ Kitchen And Bath,(551) 257-9059,"466 Pompton Ave, Cedar Grove, NJ 07009, USA",,No Website,general_contractor,4.9,51,info@mcjkitchenandbath.com
1400,ChIJAQDsZ3yuw4kRhmLA9zSEHhs,Paul Master Contractors LLC,(973) 379-8817,"514 Millburn Ave, Short Hills, NJ 07078, USA",,No Website,general_contractor,5,1,paulmastercontractors@gmail.com
1401,ChIJne2zwCusw4kR8b-rqu47xVs,Christopher Peacock Short Hills,(973) 376-7070,"14 Main St, Millburn, NJ 07041, USA",https://www.instagram.com/christopherpeacockshorthills?igsh=MXBseHVjMXp6Z29oYQ==,Social Media Only,general_contractor,5,6,shorthills@peacockhome.com
1402,ChIJ3aj-Cz4Bw4kRiexgfPmLm44,MCJ Kitchen And Bath,(551) 257-9059,"466 Pompton Ave, Cedar Grove, NJ 07009, USA",,No Website,general_contractor,4.9,51,info@mcjkitchenandbath.com
1403,ChIJhchdV3ypw4kRw0EersCBxic,"Highgate Design, LLC",(973) 921-9888,"508 Millburn Ave, Short Hills, NJ 07078, USA",,No Website,furniture_store,3,6,info@highgatedesign.com
1404,ChIJ0yhsclGRw4kRrWXbP3UgAMM,Murphy Kitchen and Bath Construction,(908) 520-9722,"7 Rinehart Ln, Pottersville, NJ 07979, USA",https://www.instagram.com/murphykitchenandbath?igsh=MXE3cXFjeXM4NGxoeg==&utm_source=qr,Social Media Only,service,5,33,murphykitchenandbath@gmail.com
1405,ChIJibFG-eoKw4kRc1poSbRbUEc,Restorex Kitchen & Bathroom Remodeling,(201) 230-9748,"2 White St, Dover, NJ 07801, USA",,No Website,general_contractor,5,1,info@restorexnj.com
1406,ChIJtf1cwjnEw4kRTACzSc57HQ8,Bathroom Remodeling New Jersey,(973) 332-3904,"32 Plains Gap Rd, North Brunswick Township, NJ 08902, USA",,No Website,general_contractor,5,2,info@bathroomremodelingnewjersey.com
1407,ChIJaYCi-uTHw4kR0FRfUmc7HAc,Miguel C & Brothers Construction LLC,(732) 984-2174,"238 Livingston Ave, New Brunswick, NJ 08901, USA",,No Website,general_contractor,5,48,miguelcbrothersconstruction@gmail.com
1408,ChIJ0ysIeZV2iwQRTFuvh730gBQ,"JABE Construction LLC - Construction and Remodeling, General Construction Company New Brunswick NJ",(732) 402-3147,"329 Suydam St, New Brunswick, NJ 08901, USA",,No Website,general_contractor,5,4,jabeconstructionllc@gmail.com
1409,ChIJtf1cwjnEw4kRTACzSc57HQ8,Bathroom Remodeling New Jersey,(973) 332-3904,"32 Plains Gap Rd, North Brunswick Township, NJ 08902, USA",,No Website,general_contractor,5,2,info@bathroomremodelingnewjersey.com
1412,ChIJ3aj-Cz4Bw4kRiexgfPmLm44,MCJ Kitchen And Bath,(551) 257-9059,"466 Pompton Ave, Cedar Grove, NJ 07009, USA",,No Website,general_contractor,4.9,51,info@mcjkitchenandbath.com
1415,ChIJibFG-eoKw4kRc1poSbRbUEc,Restorex Kitchen & Bathroom Remodeling,(201) 230-9748,"2 White St, Dover, NJ 07801, USA",,No Website,general_contractor,5,1,info@restorexnj.com
1416,ChIJM0A-QM-FwYkRuuW33gBk5S0,Dream Home Builders LLC,(732) 714-2180,"2209 Taylor Ave, Point Pleasant, NJ 08742, USA",,No Website,general_contractor,5,8,info@dreamhomebuildersnj.com
1419,ChIJiRGNFdMtx4kRtWKUB1e7oZ0,UNDER BUDGET HOME IMPROVEMENT,(856) 896-5861,"224 Laurel St, Vineland, NJ 08360, USA",,No Website,home_improvement_store,5,3,info@underbudgethomeimprovement.com
1443,ChIJdaU5rnAM_IgRLzUDS6Rrr5c,Kitchen Design Center,(843) 521-1532,"54 Jennings Rd, Beaufort, SC 29906, USA",,No Website,general_contractor,5,1,kitchendesigncenter@embarqmail.com
1449,ChIJX-OO1RGP-4gRKjvhFWCHB-Y,Royal Remodeling and Painting LLC,(843) 338-0239,"230 Hitching Post Crescent, Bluffton, SC 29910, USA",,No Website,general_contractor,,,royalremodelingandpainting@gmail.com
1451,ChIJiSXcbAqJ-4gREL_d6mRzWR8,Rocco Custom Remodeling,(843) 815-5000,"897 Fording Island Rd, Bluffton, SC 29910, USA",,No Website,home_goods_store,4.3,6,info@roccocustomremodeling.com
1452,ChIJDwjIVKB9_ogRsHVHQH4HQag,Holy City Kitchen and Bath Design,(843) 852-9407,"2457 Ashley River Rd, Charleston, SC 29414, USA",,No Website,general_contractor,5,1,info@holycitykitchenandbath.com
1455,ChIJz-nWPJGf-4gRZg9tAv6s7KI,Artisan Bath,(912) 200-3000,"401 E Oglethorpe Ave Unit 1118, Savannah, GA 31401, USA",,No Website,general_contractor,,,info@artisanbath.com
1457,ChIJBaWCSTCn-4gReSF64IL6iiU,Hillside Design & Construction,(912) 521-5299,"1557 Pooler Pkwy Ste 100, Pooler, GA 31322, USA",,No Website,general_contractor,,,info@hillsidedesignandconstruction.com
1491,ChIJu6Iz6wElwokR4Vzhl7XBpVs,DJ's Cycles,(732) 870-2277,"644 Ocean Ave N, Long Branch, NJ 07740, USA",,No Website,bicycle_store,4.7,29,info@djscycles.com
1493,ChIJbYJSfXG6w4kR7nD9VXNkKJQ,Pro Tour Cycles,(908) 322-1590,"1590 US-22, Watchung, NJ 07069, USA",,No Website,bicycle_store,4.7,110,info@protourcycles.com
1495,ChIJ4TKECYY5wokReNQF0VB_j84,Kranky's Cycles,(732) 291-1166,"321 Bay Ave, Highlands, NJ 07732, USA",,No Website,service,4.4,115,krankyscycles@gmail.com
1496,ChIJFZpuAC6awYkRE2tA0WKLx0g,Seaside Heights Bike and Surrey Rentals,(732) 830-4440,"617 Ocean Terrace, Seaside Heights, NJ 08751, USA",https://www.facebook.com/seasideheightsbikerentals/,Social Media Only,service,4.7,60,seasideheightsbikerentals@gmail.com
1499,ChIJ25eJvvxVwokRNVgAZiACIuk,Kebo Bikes,(201) 743-8445,"84 Maple Ave, Montclair, NJ 07042, USA",,No Website,service,5,1,info@kebobikes.com
1500,ChIJe8npzoj7wokRv_PfRihx7cU,Elmwood Bicycles,(201) 797-5819,"252 Broadway, Elmwood Park, NJ 07407, USA",,No Website,bicycle_store,4.6,110,info@elmwoodbicycles.com
1501,ChIJK3f8GQCnw4kRxL3RZfn9dAg,Kohl’s Bike Rack,(973) 267-1711,"1711 NJ-10, Morris Plains, NJ 07950, USA",,No Website,transportation_service,5,1,info@kohlsbikerack.com
1502,ChIJ4TKECYY5wokReNQF0VB_j84,Kranky's Cycles,(732) 291-1166,"321 Bay Ave, Highlands, NJ 07732, USA",,No Website,service,4.4,115,krankyscycles@gmail.com
1504,ChIJbYJSfXG6w4kR7nD9VXNkKJQ,Pro Tour Cycles,(908) 322-1590,"1590 US-22, Watchung, NJ 07069, USA",,No Website,bicycle_store,4.7,110,info@protourcycles.com
1506,ChIJ25eJvvxVwokRNVgAZiACIuk,Kebo Bikes,(201) 743-8445,"84 Maple Ave Apt 2, Montclair, NJ 07042, USA",,No Website,service,5,1,info@kebobikes.com
1507,ChIJeYL6Qc-awYkRVZLKQzxpbx4,Beach Authority,(732) 250-6252,"3245 NJ-35, Lavallette, NJ 08735, USA",,No Website,clothing_store,4.1,72,info@beachauthoritynj.com
1508,ChIJb8ABxjWEwYkRe_AIDrXyQ8o,Point Bikes,(732) 899-9755,"2819 Bridge Ave, Point Pleasant, NJ 08742, USA",https://www.facebook.com/Point-Bikes-157332534300282/|https://www.pointbikes.com,Social Media Only,bicycle_store,4.5,19,info@pointbikes.com
1520,ChIJ2ZUZ3h8N_IgRNmHDT-x_zM0,University Bikes,(843) 575-0021,"1809 Boundary St, Beaufort, SC 29902, USA",https://www.facebook.com/universitybikes/|https://universitybikes.com/,Social Media Only,bicycle_store,4.6,65,info@universitybikes.com
1521,ChIJI-BtkLEN_IgRm1rCT7vzsqs,"Barefoot Bubbas Inc - Beaufort, SC",(843) 379-3415,"828 Bay St, Beaufort, SC 29902, USA",https://www.facebook.com/BarefootBubbasSurfShop|https://barefootbubbas.com/,Social Media Only,store,4,53,info@barefootbubbas.com
1522,ChIJP_0HuJiQqIkR9Ip1-wTFSyk,Beaufort Bicycle,(252) 728-1203,"127 Briar Patch Dr, Beaufort, NC 28516, USA",,No Website,bicycle_store,4.8,43,beaufortbicycle@gmail.com
1523,ChIJpyRg0LCl-IgRlUFlzqACaSQ,Blue Bike SC,(877) 460-2435,"1404 St Andrews Rd #340, Columbia, SC 29210, USA",,No Website,service,4,25,info@bluebikesc.com
1527,ChIJGT9c9X6K_ogRBnx7AXJDFRI,Coastal Carolina Flea Market,(843) 797-0540,"165 Market Rd, Ladson, SC 29456, USA",,No Website,flea_market,4.2,3421,info@coastalcarolinafleamarket.com
1528,ChIJpyRg0LCl-IgRlUFlzqACaSQ,Blue Bike SC,(877) 460-2435,"1404 St Andrews Rd #340, Columbia, SC 29210, USA",,No Website,service,4,25,info@bluebikesc.com
1533,ChIJB_9krJAKw4kRj2JY-ZR6Q94,Manx Cycle Repair,(973) 366-2498,"278 US-46, Dover, NJ 07801, USA",,No Website,car_repair,4.5,105,manxcyclerepair@gmail.com
1535,ChIJ1eTtKpn9wokRvbiCUmdBews,Maintenance & Mods,(973) 567-8482,"Door 18, 158 W Clinton St Building V, Dover, NJ 07801, USA",,No Website,car_repair,5,29,maintenanceandmods@gmail.com
1538,ChIJ4RFCOQALw4kRu3Gy9uBCsaU,Garage Relief Team,(862) 430-3995,"263 Schley St, Dover, NJ 07801, USA",,No Website,service,5,4,garagereliefteam@gmail.com
1541,ChIJB_9krJAKw4kRj2JY-ZR6Q94,Manx Cycle Repair,(973) 366-2498,"278 US-46, Dover, NJ 07801, USA",,No Website,car_repair,4.5,105,manxcyclerepair@gmail.com
1542,ChIJB_9krJAKw4kRj2JY-ZR6Q94,Manx Cycle Repair,(973) 366-2498,"278 US-46, Dover, NJ 07801, USA",,No Website,car_repair,4.5,105,manxcyclerepair@gmail.com
1545,ChIJ1eTtKpn9wokRvbiCUmdBews,Maintenance & Mods,(973) 567-8482,"Door 18, 158 W Clinton St Building V, Dover, NJ 07801, USA",,No Website,car_repair,5,29,maintenanceandmods@gmail.com
1547,ChIJC9cPD7oHw4kRKROvxddsTbk,iTech Computer & Phone Repair,(973) 202-9167,"92 N Beverwyck Rd, Lake Hiawatha, NJ 07034, USA",,No Website,service,4.1,361,itechcomputerphonerepair@gmail.com
1548,ChIJB_9krJAKw4kRj2JY-ZR6Q94,Manx Cycle Repair,(973) 366-2498,"278 US-46, Dover, NJ 07801, USA",,No Website,car_repair,4.5,105,manxcyclerepair@gmail.com
1549,ChIJ1eTtKpn9wokRvbiCUmdBews,Maintenance & Mods,(973) 567-8482,"Door 18, 158 W Clinton St Building V, Dover, NJ 07801, USA",,No Website,car_repair,5,29,maintenanceandmods@gmail.com
1550,ChIJ4RFCOQALw4kRu3Gy9uBCsaU,Garage Relief Team,(862) 430-3995,"263 Schley St, Dover, NJ 07801, USA",,No Website,service,5,4,info@garagereliefteam.com
1551,ChIJE3wGkZl1w4kREr5f0xG2Y1I,Lake Hopatcong Motorsports,(973) 607-7840,"403 Howard Blvd, Mt Arlington, NJ 07856, USA",,No Website,sporting_goods_store,4.6,48,sales@lakehopatcongmotorsports.com
1551,ChIJE3wGkZl1w4kREr5f0xG2Y1I,Lake Hopatcong Motorsports,(973) 607-7840,"403 Howard Blvd, Mt Arlington, NJ 07856, USA",,No Website,sporting_goods_store,4.6,48,service@lakehopatcongmotorsports.com
1554,ChIJK3f8GQCnw4kRxL3RZfn9dAg,Kohl’s Bike Rack,(973) 267-4444,"1711 NJ-10, Morris Plains, NJ 07950, USA",,No Website,transportation_service,5,1,info@kohlsbikerack.com
1555,ChIJfxAyuxutw4kRw7lqvJrjAf8,Bob's Bicycle Service,(908) 875-7879,"4 Mark Rd Ste f, Kenilworth, NJ 07033, USA",http://www.facebook.com/bobsbicycleservice,Social Media Only,service,5,69,bobsbicycleservice@gmail.com
1556,ChIJk7ReXoSww4kRN2YbzVVxRpA,The Bike Stand,(908) 322-3330,"1757 E 2nd St, Scotch Plains, NJ 07076, USA",,No Website,bicycle_store,4.8,52,info@thebikestandnj.com
1558,ChIJKTPDtNXHw4kRCNnNwQ2k3eU,Superior Cycles,(732) 819-3945,"1863 Woodbridge Ave, Edison, NJ 08817, USA",,No Website,store,4.7,74,superiorcyclesnj@gmail.com
1563,ChIJKTPDtNXHw4kRCNnNwQ2k3eU,Superior Cycles,(732) 819-3945,"1863 Woodbridge Ave, Edison, NJ 08817, USA",,No Website,store,4.7,74,superiorcyclesnj@gmail.com
1565,ChIJfxAyuxutw4kRw7lqvJrjAf8,Bob's Bicycle Service,(908) 875-7879,"4 Mark Rd Ste f, Kenilworth, NJ 07033, USA",http://www.facebook.com/bobsbicycleservice,Social Media Only,service,5,69,bobsbicycleservice@gmail.com
1566,ChIJm_1JX067w4kRASZaa82PRxU,Mr. Electronics,(908) 800-1326,"125 E Front St, Plainfield, NJ 07060, USA",,No Website,electronics_store,4.6,250,mrelectronicsnj@gmail.com
1567,ChIJ1z_LeAC5w4kRHCs6rP8UXMc,Bike Rack,(732) 968-3000,"10 US-22, Green Brook Township, NJ 08812, USA",,No Website,transportation_service,,,info@bikeracknj.com
1568,ChIJe8npzoj7wokRv_PfRihx7cU,Elmwood Bicycles,(201) 797-5819,"252 Broadway, Elmwood Park, NJ 07407, USA",,No Website,bicycle_store,4.6,110,info@elmwoodbicycles.com
1569,ChIJVWQIk4WDwYkR-ME8MnlJt6E,Brick Bicycle,(732) 785-5700,"1753 NJ-88 West, Brick Township, NJ 08724, USA",,No Website,service,4.8,132,info@brickbicycle.com
1573,ChIJb8ABxjWEwYkRe_AIDrXyQ8o,Point Bikes,(732) 899-9755,"2819 Bridge Ave, Point Pleasant, NJ 08742, USA",https://www.facebook.com/Point-Bikes-157332534300282/|https://pointbikes.com/,Social Media Only,bicycle_store,4.5,19,info@pointbikes.com
1574,ChIJVWQIk4WDwYkR-ME8MnlJt6E,Brick Bicycle,(732) 785-5700,"1753 NJ-88 West, Brick Township, NJ 08724, USA",,No Website,service,4.8,132,brickbicycle@gmail.com
1575,ChIJeYL6Qc-awYkRVZLKQzxpbx4,Beach Authority,(732) 250-6252,"3245 NJ-35, Lavallette, NJ 08735, USA",,No Website,clothing_store,4.1,72,beachauthoritynj@gmail.com
1576,ChIJNcoi6ZqDwYkRkyiycLTKnGI,ETC Bike Shop,(732) 370-2446,"1703 Clifton Ave, Lakewood, NJ 08701, USA",,No Website,bicycle_store,5,8,info@etcbikeshop.com
1577,ChIJR6AS_vItx4kRB2sMxP5qBPk,Ed's Bike Shop,(856) 691-5757,"1377 N Delsea Dr, Vineland, NJ 08360, USA",,No Website,bicycle_store,4.3,15,info@edsbikeshop.com
1593,ChIJB_9krJAKw4kRj2JY-ZR6Q94,Manx Cycle Repair,(973) 366-2498,"278 US-46, Dover, NJ 07801, USA",,No Website,car_repair,4.5,105,manxcyclerepair@gmail.com
1594,ChIJB_9krJAKw4kRj2JY-ZR6Q94,Manx Cycle Repair,(973) 366-2498,"278 US-46, Dover, NJ 07801, USA",,No Website,car_repair,4.5,105,manxcyclerepair@gmail.com
1596,ChIJE3wGkZl1w4kREr5f0xG2Y1I,Lake Hopatcong Motorsports,(973) 607-7840,"403 Howard Blvd, Mt Arlington, NJ 07856, USA",,No Website,sporting_goods_store,4.6,48,info@lakehopatcongmotorsports.com
1597,ChIJ1eTtKpn9wokRvbiCUmdBews,Maintenance & Mods,(973) 567-8482,"Door 18, 158 W Clinton St Building V, Dover, NJ 07801, USA",,No Website,car_repair,5,29,maintenanceandmods@gmail.com
1601,ChIJb675c7uow4kRUzXmLZV59pQ,The Bicycle Store,(973) 377-7770,"186 Columbia Turnpike, Florham Park, NJ 07932, USA",,No Website,bicycle_store,,,info@thebicyclestore.com
1602,ChIJUYT7fap0w4kRfZGm4fYBTbg,Colorado Ski & Snowboard,(973) 663-6688,"725 NJ-15 S, Lake Hopatcong, NJ 07849, USA",https://www.facebook.com/coloradoskiandboard/|coloradoski.com,Social Media Only,sporting_goods_store,4.6,72,info@coloradoski.com
1606,ChIJb675c7uow4kRUzXmLZV59pQ,The Bicycle Store,(973) 377-7770,"186 Columbia Turnpike, Florham Park, NJ 07932, USA",,No Website,bicycle_store,,,info@thebicyclestore.com
1609,ChIJ9WzLrhFfwYkR3DXgbMDG4-U,Economy bike shop,(609) 586-0150,"1637 NJ-33, Trenton, NJ 08690, USA",,No Website,bicycle_store,4.8,96,economy_bike_shop@yahoo.com
1610,ChIJ2RhRKMbmw4kRPyUugjdiO3c,The Cyclab,(609) 258-7799,"2 University Pl, Princeton, NJ 08540, USA",https://www.instagram.com/cyclab/,Social Media Only,service,5,40,outdoor.action@princeton.edu
1611,ChIJb8ABxjWEwYkRe_AIDrXyQ8o,Point Bikes,(732) 899-9755,"2819 Bridge Ave, Point Pleasant, NJ 08742, USA",https://www.facebook.com/Point-Bikes-157332534300282/|https://pointbikes.com/,Social Media Only,bicycle_store,4.5,19,info@pointbikes.com
1612,ChIJVWQIk4WDwYkR-ME8MnlJt6E,Brick Bicycle,(732) 785-5700,"1753 NJ-88 West, Brick Township, NJ 08724, USA",,No Website,service,4.8,132,info@brickbicycle.com
1613,ChIJR6AS_vItx4kRB2sMxP5qBPk,Ed's Bike Shop,(856) 691-5757,"1377 N Delsea Dr, Vineland, NJ 08360, USA",,No Website,bicycle_store,4.3,15,edsbikeshop@comcast.net
1614,ChIJ2ZUZ3h8N_IgRNmHDT-x_zM0,University Bikes,(843) 575-0021,"1809 Boundary St, Beaufort, SC 29902, USA",https://www.facebook.com/universitybikes/|https://universitybikes.com/,Social Media Only,bicycle_store,4.6,65,info@universitybikes.com
1615,ChIJ2ZUZ3h8N_IgRNmHDT-x_zM0,University Bikes,(843) 575-0021,"1809 Boundary St, Beaufort, SC 29902, USA",https://www.facebook.com/universitybikes/|https://universitybikes.com/,Social Media Only,bicycle_store,4.6,65,info@universitybikes.com
1631,ChIJ819hjEQIw4kRo2b8RRypkKM,Mountain Lakes Motors,(973) 334-4992,"12 Baldwin Ln, Mountain Lakes, NJ 07046, USA",,No Website,car_repair,4.9,55,info@mountainlakesmotors.com
1637,ChIJ_-Fh1HsKw4kRMqQKGlxfmXk,Lube-It-All,(973) 366-4387,"208 S Salem St, Randolph, NJ 07869, USA",,No Website,car_repair,4.4,77,info@lubeitallnj.com
1639,ChIJ3Tt7wzAKw4kRksQnq6PE2tk,Rockaway Service Center,(973) 625-3565,"111 W Main St, Rockaway, NJ 07866, USA",,No Website,car_repair,4.8,150,info@rockawayservicecenter.com
1644,ChIJbe_5phoHw4kRi_u6XJIkhxU,Foreign Cars Service,(973) 627-0000,"30 W Main St, Denville, NJ 07834, USA",https://www.facebook.com/ForeignCarsService/,Social Media Only,car_repair,5,9,info@foreigncarsservice.com
1649,ChIJ_-Fh1HsKw4kRMqQKGlxfmXk,Lube-It-All,(973) 366-4387,"208 S Salem St, Randolph, NJ 07869, USA",,No Website,car_repair,4.4,77,lubeitallnj@gmail.com
1656,ChIJ6TS3kScGw4kRGT1W1eqII3U,Boonton Service Center,(973) 263-8700,"240 Myrtle Ave, Boonton, NJ 07005, USA",,No Website,car_repair,4.9,15,boontonservicecenter@gmail.com
1696,ChIJr_oCGQCnw4kRLlmOxG7F0Ck,Morristown Black Car Limo,(973) 978-0835,"207 Glen Dr, Cedar Knolls, NJ 07927, USA",,No Website,transportation_service,5,2,info@morristownblackcar.com
1727,ChIJU8I6hjwJw4kRgt6M6dSMYxw,Chopra Auto Care,(973) 627-0068,"261 Parsippany Rd, Parsippany, NJ 07054, USA",https://instagram.com/chopraautocare?igshid=YmMyMTA2M2Y=,Social Media Only,car_repair,4.6,114,chopraautocare@gmail.com
1745,ChIJwZe34RYIw4kRF6uo6voE-SE,Sky Line Taxi & Limousine,(973) 909-0117,"1100 Parsippany Blvd, Parsippany, NJ 07054, USA",,No Website,chauffeur_service,5,2,skylinetaxinj@gmail.com
1746,ChIJ47SCZw4Iw4kRRIyzVT1zE4A,elkortobi limo,(973) 906-5275,"2001 US-46 Suite 310, Parsippany, NJ 07054, USA",,No Website,chauffeur_service,5,1,info@elkortobilimo.com
1747,ChIJM-UVQ5IIw4kRwxBS9kdjEAs,Boonton Taxi & Limo Car Service,(201) 733-9607,"121 Hawkins Pl, Boonton, NJ 07005, USA",,No Website,taxi_service,,,boontontaxilimo@gmail.com
1749,ChIJAVWYCE6tw4kRtCSBigqpM5M,Summit Springfield limo & Airport Car Service,(908) 897-3949,"226 Morris Ave #108, Springfield, NJ 07081, USA",,No Website,chauffeur_service,5,10,info@summitspringfieldlimo.com
1753,ChIJtbohEX6uw4kRKMAiuh8tG0g,All United Limo,(973) 482-3200,"19 Short Hills Cir, Millburn, NJ 07041, USA",,No Website,taxi_service,5,1,info@allunitedlimo.com
